epoch,train_loss,train_acc,test_loss,test_acc,orth_loss,avg_cos_sim,avg_cos_sim_sq
21,0.23947156279806106,91.1875,0.619769936427474,79.65,0.12221381162840222,0.09899753518402576,0.02634398126974702
22,0.19433197047975329,92.7875,0.6477337293326855,79.15,0.12219235809549453,0.10833000764250755,0.028699864633381367
23,0.17544753057143045,93.9875,0.6789294183254242,78.1,0.12161524924967024,0.1038333885371685,0.029217585222795606
24,0.21525076043511193,92.0625,0.6264290604740381,79.65,0.12420026035535903,0.09484151005744934,0.028307245578616858
25,0.19785557521714103,92.875,0.609368359670043,80.2,0.11633782892946214,0.08813341381028295,0.0246638311073184
26,0.16730824834297572,94.1125,0.648882245644927,80.55,0.11365548012748597,0.10437452141195536,0.0299798094201833
27,0.1763318618611684,93.4125,0.6630948130041361,78.75,0.11394103746565562,0.10199239291250706,0.028457152657210827
28,0.14320700674776046,94.775,0.6518593486398458,80.1,0.11665477213405427,0.09847999271005392,0.027187177445739508
29,0.1458539783599831,94.8125,0.684766124933958,78.05,0.12039416212411154,0.0982377827167511,0.02946365508250892
30,0.13150142227846479,95.1125,0.6894935294985771,79.25,0.12328925681492639,0.10062155313789845,0.030430482933297753
31,0.1293622229898733,95.2875,0.6782401241362095,79.55,0.11956099811054412,0.09654593886807561,0.027602995513007045
32,0.13404209622078472,95.2375,0.7040032930672169,79.0,0.11997914101396288,0.1031622551381588,0.030654027592390776
33,0.14128495823769344,95.1,0.7333761677145958,79.8,0.1193630899938326,0.09666104800999165,0.02895723027177155
34,0.14560647243781696,94.85,0.6760702691972256,80.05,0.12006861858424686,0.09659165190532804,0.02984843566082418
35,0.12472226547579916,95.675,0.6499419454485178,81.2,0.11797814686146993,0.09831199795007706,0.029313441133126616
36,0.13028642919565003,95.3,0.6588244922459126,80.15,0.11269336300236839,0.08585915714502335,0.025512389605864882
37,0.11274832835982716,96.175,0.692501425743103,80.45,0.11120898832404424,0.09210068406537175,0.027954067336395383
38,0.10670847144155275,96.275,0.6530193723738194,81.4,0.11966059711717424,0.09157719241920859,0.03114913566969335
39,0.08401533024060348,96.95,0.6900568827986717,80.7,0.12030079121154452,0.09027503849938512,0.029490314424037933
40,0.07444594764993304,97.5,0.7098398581147194,80.2,0.12264696745172379,0.08852504217065871,0.03010088694281876
41,0.11505130223102039,95.9625,0.7687164917588234,79.65,0.1235292557449568,0.09595602820627391,0.031756179640069604
42,0.13101529850373192,95.325,0.7690559439361095,80.0,0.11922632619029,0.09158046515585738,0.0318516253028065
43,0.10132529580640415,96.55,0.6790641043335199,81.75,0.12152446167809623,0.0970291264820844,0.03065247996710241
44,0.0861598870583943,97.0625,0.6934067998081446,80.85,0.120757680800226,0.0878724308568053,0.028946383856236935
45,0.08090663704252432,97.1625,0.7216520756483078,80.8,0.12125812435433977,0.09435302740894258,0.03139925445429981
46,0.09194034688352119,96.925,0.6800345666706562,81.5,0.11838014849594661,0.08528376568574458,0.028217530343681574
47,0.09859003357234455,96.5625,0.7356283813714981,81.25,0.12744731231341286,0.09194160415790975,0.03115411475300789
48,0.10859910522898038,96.2375,0.7166045792400837,80.4,0.11861655281649695,0.08817224293306936,0.027809642255306244
49,0.10273286250848619,96.5625,0.6759154368191957,82.0,0.1144324140179725,0.08535320311784744,0.02737905876711011
